order_id,order_date,customer_name,city,product,product_type,payment_type,order_value,delay,attempts,risk,status,action
ORD01039,2026-04-17,Aman Malhotra,Delhi,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,COD,1074,10,5,Low,Delivered,Normal Delivery
ORD01040,2026-04-17,Rekha Ghosh,Hyderabad,Borosilicate Glass Water Bottle 750ml,Water Bottle,COD,906,12,3,Medium,Delivered,Send Reminder
ORD01041,2026-04-17,Deepak Agarwal,Bangalore,Borosilicate Glass Water Bottle 750ml,Water Bottle,COD,975,14,3,Medium,Delivered,Send Reminder
ORD01042,2026-04-17,Nisha Malhotra,Bhopal,125ml Glass Baby Feeding Bottle,Baby Bottle,UPI,999,0,3,Medium,Delivered,Send Reminder
ORD01043,2026-04-17,Priya Singh,Pune,Borosilicate Glass Water Bottle 750ml,Water Bottle,UPI,879,14,2,Low,Delivered,Normal Delivery
ORD01044,2026-04-17,Swati Dubey,Kota,Customized 1 Litre Bottle,1L Water Bottle,COD,1199,13,2,Medium,Delivered,Send Reminder
ORD01045,2026-04-17,Rahul Rao,Ahmedabad,Glass Lunch Box Set of 3 (300ml) with Bag & Bottle,300ml Lunch Box Combos,Credit Card,2978,10,2,Medium,Delivered,Send Reminder
ORD01046,2026-04-17,Ravi Kulkarni,Delhi,Customized 1 Litre Bottle,1L Water Bottle,COD,1199,12,3,High,Returned,Call Customer
ORD01047,2026-04-17,Kriti Malhotra,Jaipur,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,UPI,1151,14,4,Medium,Delivered,Send Reminder
ORD01048,2026-04-17,Vikas Kulkarni,Bangalore,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,COD,1147,8,5,High,Delivered,Call Customer
ORD01049,2026-04-17,Arjun Dubey,Bangalore,GlassUp Lunch Box 500ml,500ml Lunch Box,UPI,821,13,4,Medium,Delivered,Send Reminder
ORD01050,2026-04-17,Anita Verma,Hyderabad,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,UPI,1078,2,1,High,Delivered,Call Customer
ORD01051,2026-04-17,Ravi Saxena,Mumbai,GlassUp Lunch Box Set of 3 (500ml) without Bag,500ml Lunch Box Combos,Debit Card,2299,12,3,Low,Delivered,Normal Delivery
ORD01052,2026-04-17,Sneha Pillai,Hyderabad,Borosilicate Glass Water Bottle 750ml,Water Bottle,Credit Card,964,2,5,High,Returned,Call Customer
ORD01053,2026-04-17,Varun Pillai,Nagpur,Customized TintCup Coffee Cup 350ml,Coffee Cups,Debit Card,1049,9,1,Low,Delivered,Normal Delivery
ORD01054,2026-04-17,Anita Chauhan,Bangalore,125ml Glass Baby Feeding Bottle,Baby Bottle,UPI,999,6,5,Low,Delivered,Normal Delivery
ORD01055,2026-04-17,Anjali Das,Mumbai,Baby Feeding Bottle Teat,Accessories,COD,189,1,3,High,Delivered,Call Customer
ORD01056,2026-04-17,Neha Kumar,Kota,Borosilicate Glass Water Bottle 750ml,Water Bottle,Debit Card,895,0,3,Medium,Delivered,Send Reminder
ORD01057,2026-04-17,Seema Chauhan,Kota,250ml Glass Baby Feeding Bottle,Baby Bottle,Debit Card,1049,5,2,Medium,Delivered,Send Reminder
ORD01058,2026-04-17,Ravi Kulkarni,Pune,Borosilicate Glass Water Bottle 750ml,Water Bottle,UPI,892,2,3,Medium,Delivered,Send Reminder
ORD01059,2026-04-17,Ritu Singh,Pune,Borosilicate Glass Water Bottle 750ml,Water Bottle,UPI,966,10,1,High,Returned,Call Customer
ORD01060,2026-04-17,Rekha Tiwari,Mumbai,Customized 1 Litre Bottle,1L Water Bottle,Credit Card,1199,10,2,Medium,Delivered,Send Reminder
ORD01061,2026-04-17,Divya Chauhan,Ahmedabad,GlassUp Lunch Box Set of 3 (500ml) without Bag,500ml Lunch Box Combos,COD,2299,5,2,Low,Delivered,Normal Delivery
ORD01062,2026-04-17,Preeti Pandey,Ahmedabad,Spare Lid for 750ml Glass Bottle,Spare Lid,COD,210,2,4,Low,Delivered,Normal Delivery
ORD01063,2026-04-17,Preeti Pillai,Vadodara,250ml Glass Baby Feeding Bottle,Baby Bottle,UPI,1049,0,5,Low,Delivered,Normal Delivery
ORD01064,2026-04-17,Seema Tiwari,Ahmedabad,Borosilicate Glass Water Bottle 750ml,Water Bottle,Debit Card,933,6,1,Low,Delivered,Normal Delivery
ORD01065,2026-04-17,Vikas Rao,Ahmedabad,Borosilicate Glass Water Bottle 750ml,Water Bottle,COD,915,6,1,Low,Delivered,Normal Delivery
ORD01066,2026-04-17,Sunita Reddy,Jaipur,Customized Borosilicate Glass Bottle 750ml,Water Bottle,UPI,979,13,3,Low,Delivered,Normal Delivery
ORD01067,2026-04-17,Siddharth Sharma,Delhi,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,UPI,1196,2,2,High,Delivered,Call Customer
ORD01068,2026-04-17,Gaurav Srivastava,Jaipur,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,UPI,1141,13,2,Medium,Delivered,Send Reminder
ORD01069,2026-04-17,Anjali Pillai,Kota,Borosilicate Glass Water Bottle 750ml,Water Bottle,Debit Card,965,7,2,High,Delivered,Call Customer
ORD01070,2026-04-17,Kavya Shah,Patna,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,UPI,1160,0,1,Medium,Delivered,Send Reminder
ORD01071,2026-04-17,Sunita Chatterjee,Bangalore,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,UPI,1174,11,4,High,Delivered,Call Customer
ORD01072,2026-04-17,Rekha Chauhan,Kolkata,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,COD,1119,1,1,High,Delivered,Call Customer
ORD01073,2026-04-17,Tanya Patel,Chennai,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,Debit Card,1054,11,1,Medium,Delivered,Send Reminder
ORD01074,2026-04-17,Karan Rao,Hyderabad,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,UPI,1147,9,2,Medium,Delivered,Send Reminder
ORD01075,2026-04-17,Priya Shah,Delhi,Baby Feeding Bottle Teat,Accessories,Credit Card,189,2,4,Low,Delivered,Normal Delivery
ORD01076,2026-04-17,Tanya Singh,Lucknow,Borosilicate Glass Water Bottle 750ml,Water Bottle,UPI,950,1,5,Medium,Delivered,Send Reminder
ORD01077,2026-04-17,Pooja Sharma,Jaipur,Borosilicate Glass Water Bottle 750ml,Water Bottle,Debit Card,975,2,5,Low,Delivered,Normal Delivery
ORD01078,2026-04-17,Varun Reddy,Chennai,Customized 1 Litre Bottle,1L Water Bottle,Credit Card,1199,2,5,High,Delivered,Call Customer
ORD01079,2026-04-17,Swati Reddy,Chennai,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,Credit Card,1071,1,5,High,Returned,Call Customer
ORD01080,2026-04-17,Kriti Dubey,Pune,Borosilicate Glass Bottle Duo 750ml,Water Bottle Combo,Debit Card,1499,4,1,High,Returned,Call Customer
ORD01081,2026-04-17,Yash Mishra,Delhi,125ml Glass Baby Feeding Bottle,Baby Bottle,UPI,999,14,3,Medium,Delivered,Send Reminder
ORD01082,2026-04-17,Vikas Mishra,Ahmedabad,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,COD,1074,2,3,High,Delivered,Call Customer
ORD01083,2026-04-17,Nikhil Saxena,Bangalore,Borosilicate Glass Water Bottle 750ml,Water Bottle,COD,954,1,5,Medium,Delivered,Send Reminder
ORD01084,2026-04-17,Anita Nair,Bangalore,GlassUp Lunch Box Set of 3 (500ml) without Bag,500ml Lunch Box Combos,Credit Card,2299,1,3,Medium,Delivered,Send Reminder
ORD01085,2026-04-17,Swati Reddy,Chennai,GlassUp Lunch Box Set of 2 (500ml),500ml Lunch Box Combos,COD,1549,10,2,Low,Delivered,Normal Delivery
ORD01086,2026-04-17,Yash Agarwal,Lucknow,Borosilicate Glass Water Bottle 750ml,Water Bottle,COD,932,6,1,Low,Delivered,Normal Delivery
ORD01087,2026-04-17,Nisha Iyer,Delhi,Customized 1 Litre Bottle,1L Water Bottle,COD,1199,8,4,High,Delivered,Call Customer
ORD01088,2026-04-17,Rahul Malhotra,Indore,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,UPI,1141,12,2,High,Returned,Call Customer
ORD01089,2026-04-17,Pooja Pandey,Bangalore,Baby Feeding Bottle Teat,Accessories,Debit Card,189,1,1,Medium,Delivered,Send Reminder
ORD01090,2026-04-17,Aakash Yadav,Lucknow,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,UPI,1199,11,5,Medium,Delivered,Send Reminder
ORD01091,2026-04-17,Manish Shah,Kolkata,GlassUp Lunch Box Set of 2 (500ml),500ml Lunch Box Combos,Credit Card,1549,12,4,High,Delivered,Call Customer
ORD01092,2026-04-17,Meera Chatterjee,Hyderabad,Customized 1 Litre Bottle,1L Water Bottle,COD,1199,8,2,High,Delivered,Call Customer
ORD01093,2026-04-17,Yash Thakur,Jaipur,Borosilicate Glass Water Bottle 750ml,Water Bottle,COD,951,5,2,Low,Delivered,Normal Delivery
ORD01094,2026-04-17,Aakash Yadav,Pune,Borosilicate Glass Water Bottle 750ml,Water Bottle,COD,969,7,5,Medium,Delivered,Send Reminder
ORD01095,2026-04-17,Nidhi Iyer,Hyderabad,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,UPI,1158,3,3,Low,Delivered,Normal Delivery
ORD01096,2026-04-17,Sneha Reddy,Pune,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,COD,1127,1,1,High,Delivered,Call Customer
ORD01097,2026-04-17,Anita Jain,Delhi,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,UPI,1196,7,1,Medium,Delivered,Send Reminder
ORD01098,2026-04-17,Preeti Sharma,Hyderabad,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,UPI,1171,8,1,Medium,Delivered,Send Reminder
ORD01099,2026-04-17,Manoj Bose,Kolkata,250ml Glass Baby Feeding Bottle,Baby Bottle,Credit Card,1049,11,4,Low,Delivered,Normal Delivery
ORD01100,2026-04-17,Yash Gupta,Chandigarh,Borosilicate Glass Water Bottle 750ml,Water Bottle,UPI,910,14,5,Low,Delivered,Normal Delivery
ORD01101,2026-04-17,Pooja Mehta,Patna,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,UPI,1163,8,2,Low,Delivered,Normal Delivery
ORD01102,2026-04-17,Rekha Chatterjee,Bangalore,Pack of 4 Stainless Steel Straws,Straws,COD,349,0,4,Medium,Delivered,Send Reminder
ORD01103,2026-04-17,Anjali Tiwari,Bangalore,Glass Lunch Box Set of 3 (300ml) with Bag & Bottle,300ml Lunch Box Combos,COD,2920,3,5,Low,Delivered,Normal Delivery
ORD01104,2026-04-17,Divya Pandey,Hyderabad,Borosilicate Glass Lunch Box 300ml,300ml Lunch Box,COD,775,10,5,High,Returned,Call Customer
ORD01105,2026-04-17,Sunita Kulkarni,Indore,Baby Feeding Bottle Teat,Accessories,Debit Card,189,14,1,Medium,Delivered,Send Reminder
ORD01106,2026-04-17,Rahul Bose,Bangalore,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,UPI,1063,5,1,Medium,Delivered,Send Reminder
ORD01107,2026-04-17,Sneha Nair,Jaipur,Borosilicate Glass Water Bottle 750ml,Water Bottle,COD,992,6,4,High,Delivered,Call Customer
ORD01108,2026-04-17,Amit Shah,Pune,250ml Glass Baby Feeding Bottle,Baby Bottle,Credit Card,1049,12,3,High,Delivered,Call Customer
ORD01109,2026-04-17,Karan Dubey,Bangalore,Customized Borosilicate Glass Bottle 750ml,Water Bottle,COD,979,8,3,Low,Delivered,Normal Delivery
ORD01110,2026-04-17,Anjali Kumar,Mumbai,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,COD,1161,5,2,Medium,Delivered,Send Reminder
ORD01111,2026-04-17,Arjun Kumar,Delhi,GlassUp Lunch Box Set of 3 (500ml) with Bag,500ml Lunch Box Combos,COD,2671,14,1,Low,Delivered,Normal Delivery
ORD01112,2026-04-17,Vikas Rao,Patna,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,Debit Card,1171,7,5,High,Returned,Call Customer
ORD01113,2026-04-17,Anjali Malhotra,Hyderabad,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,Debit Card,1151,6,2,Low,Delivered,Normal Delivery
ORD01114,2026-04-17,Neha Pillai,Delhi,Borosilicate Glass Water Bottle 750ml,Water Bottle,COD,980,12,2,Medium,Delivered,Send Reminder
ORD01115,2026-04-17,Rekha Iyer,Vadodara,Borosilicate Glass Water Bottle 750ml,Water Bottle,UPI,933,4,3,Medium,Delivered,Send Reminder
ORD01116,2026-04-18,Vikram Tripathi,Kolkata,Borosilicate Glass Water Bottle 750ml,Water Bottle,COD,930,9,2,High,Delivered,Call Customer
ORD01117,2026-04-18,Simran Singh,Ahmedabad,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,UPI,1177,3,3,Medium,Delivered,Send Reminder
ORD01118,2026-04-18,Vikas Yadav,Mumbai,GlassUp Lunch Box Set of 3 (500ml) without Bag,500ml Lunch Box Combos,COD,2299,0,2,High,Returned,Call Customer
ORD01119,2026-04-18,Rahul Bose,Kolkata,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,COD,1062,8,1,Low,Delivered,Normal Delivery
ORD01120,2026-04-18,Suresh Tiwari,Bangalore,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,Debit Card,1143,4,2,Low,Delivered,Normal Delivery
ORD01121,2026-04-18,Pooja Saxena,Vadodara,Glass Lunch Box Set of 3 (300ml) with Bag & Bottle,300ml Lunch Box Combos,UPI,2940,5,2,High,Returned,Call Customer
ORD01122,2026-04-18,Karan Chatterjee,Vadodara,Replacement Lid for 1L Motivational Bottle,1L Water Bottle,UPI,300,12,5,Low,Delivered,Normal Delivery
ORD01123,2026-04-18,Ravi Rao,Mumbai,GlassUp Lunch Box 500ml,500ml Lunch Box,UPI,966,3,4,Medium,Delivered,Send Reminder
ORD01124,2026-04-18,Meera Dubey,Mumbai,125ml Glass Baby Feeding Bottle,Baby Bottle,UPI,999,12,4,Low,Delivered,Normal Delivery
ORD01125,2026-04-18,Sneha Kulkarni,Mumbai,Customized 1 Litre Bottle,1L Water Bottle,UPI,1199,14,4,Medium,Delivered,Send Reminder
ORD01126,2026-04-18,Varun Tiwari,Pune,Borosilicate Glass Water Bottle 750ml,Water Bottle,Credit Card,902,9,4,High,Delivered,Call Customer
ORD01127,2026-04-18,Siddharth Mehta,Bangalore,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,Credit Card,1054,10,5,Low,Delivered,Normal Delivery
ORD01128,2026-04-18,Seema Jain,Delhi,Borosilicate Glass Water Bottle 750ml,Water Bottle,COD,897,6,1,Low,Delivered,Normal Delivery
ORD01129,2026-04-18,Rahul Gupta,Jaipur,Borosilicate Glass Water Bottle 750ml,Water Bottle,COD,972,6,1,High,Delivered,Call Customer
ORD01130,2026-04-18,Rahul Malhotra,Mumbai,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,COD,1082,10,5,High,Delivered,Call Customer
ORD01131,2026-04-18,Vikas Ghosh,Chennai,Customized Borosilicate Glass Bottle 750ml,Water Bottle,Credit Card,979,1,2,Low,Delivered,Normal Delivery
ORD01132,2026-04-18,Kavya Kapoor,Chennai,Borosilicate Glass Water Bottle 750ml,Water Bottle,COD,976,5,4,High,Delivered,Call Customer
ORD01133,2026-04-18,Manoj Tiwari,Ahmedabad,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,UPI,1188,13,1,High,Delivered,Call Customer
ORD01134,2026-04-18,Ravi Srivastava,Hyderabad,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,Credit Card,1075,14,2,High,Delivered,Call Customer
ORD01135,2026-04-18,Rekha Reddy,Bangalore,Customized 1 Litre Bottle,1L Water Bottle,COD,1199,14,4,High,Delivered,Call Customer
ORD01136,2026-04-18,Anjali Das,Mumbai,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,Debit Card,1077,1,5,High,Returned,Call Customer
ORD01137,2026-04-18,Anita Nair,Nagpur,GlassUp Lunch Box 500ml,500ml Lunch Box,UPI,820,8,3,High,Delivered,Call Customer
ORD01138,2026-04-18,Simran Kulkarni,Ahmedabad,Borosilicate Glass Water Bottle 750ml,Water Bottle,COD,993,5,1,Low,Delivered,Normal Delivery
ORD01139,2026-04-18,Rahul Nair,Bangalore,Borosilicate Glass Water Bottle 750ml,Water Bottle,COD,963,12,1,Low,Delivered,Normal Delivery
ORD01140,2026-04-18,Rohan Singh,Ahmedabad,Borosilicate Glass Water Bottle 750ml,Water Bottle,COD,978,11,4,Medium,Delivered,Send Reminder
ORD01141,2026-04-18,Pooja Chatterjee,Chennai,Glass Lunch Box Set of 3 (300ml) without Bag,300ml Lunch Box Combos,Debit Card,1799,1,3,High,Delivered,Call Customer
ORD01142,2026-04-18,Nidhi Pillai,Bangalore,Borosilicate Glass Water Bottle 750ml,Water Bottle,COD,924,6,5,Medium,Delivered,Send Reminder
ORD01143,2026-04-18,Geeta Kulkarni,Delhi,Customized 1 Litre Bottle,1L Water Bottle,Debit Card,1199,6,4,Low,Returned,Refund Initiated
ORD01144,2026-04-18,Tanya Thakur,Chennai,Borosilicate Glass Water Bottle 750ml,Water Bottle,UPI,947,6,1,Low,Delivered,Normal Delivery
ORD01145,2026-04-18,Kavya Das,Chennai,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,UPI,1183,11,1,Low,Delivered,Normal Delivery
ORD01146,2026-04-18,Anjali Kapoor,Delhi,GlassUp Lunch Box Set of 3 (500ml) without Bag,500ml Lunch Box Combos,Debit Card,2299,8,4,High,Delivered,Call Customer
ORD01147,2026-04-18,Aakash Tripathi,Indore,125ml Glass Baby Feeding Bottle,Baby Bottle,COD,999,12,2,Low,Delivered,Normal Delivery
ORD01148,2026-04-18,Kavya Mishra,Delhi,Customized 1 Litre Bottle,1L Water Bottle,Credit Card,1199,14,4,Low,Delivered,Normal Delivery
ORD01149,2026-04-18,Gaurav Verma,Delhi,GlassUp Lunch Box 500ml,500ml Lunch Box,COD,856,11,2,Low,Delivered,Normal Delivery
ORD01150,2026-04-18,Rohan Ghosh,Patna,GlassUp Lunch Box 500ml,500ml Lunch Box,COD,977,10,5,Low,Delivered,Normal Delivery
ORD01151,2026-04-18,Kavya Mehta,Lucknow,Customized Borosilicate Glass Bottle 750ml,Water Bottle,Credit Card,979,5,2,High,Delivered,Call Customer
ORD01152,2026-04-18,Amit Jain,Delhi,Glass Lunch Box Set of 3 (300ml) without Bag,300ml Lunch Box Combos,Credit Card,1799,12,2,Medium,Delivered,Send Reminder
ORD01153,2026-04-18,Varun Sharma,Jaipur,Customized Borosilicate Glass Bottle 750ml,Water Bottle,UPI,979,6,3,High,Returned,Call Customer
ORD01154,2026-04-18,Pooja Reddy,Mumbai,Customized 1 Litre Bottle,1L Water Bottle,COD,1199,0,5,Low,Delivered,Normal Delivery
ORD01155,2026-04-18,Geeta Saxena,Delhi,Customized 1 Litre Bottle,1L Water Bottle,Credit Card,1199,14,4,Medium,Delivered,Send Reminder
ORD01156,2026-04-18,Simran Iyer,Indore,250ml Glass Baby Feeding Bottle,Baby Bottle,UPI,1049,6,2,Low,Delivered,Normal Delivery
ORD01157,2026-04-18,Neha Chauhan,Bangalore,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,Debit Card,1182,6,5,Low,Delivered,Normal Delivery
ORD01158,2026-04-18,Sunita Ghosh,Pune,GlassUp Lunch Box Set of 3 (500ml) without Bag,500ml Lunch Box Combos,Credit Card,2299,9,1,Low,Delivered,Normal Delivery
ORD01159,2026-04-18,Varun Srivastava,Ahmedabad,GlassUp Lunch Box 500ml,500ml Lunch Box,COD,879,0,3,Medium,Delivered,Send Reminder
ORD01160,2026-04-18,Priya Agarwal,Mumbai,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,COD,1098,12,3,Medium,Delivered,Send Reminder
ORD01161,2026-04-18,Siddharth Kumar,Mumbai,Glass Lunch Box Set of 3 (300ml) without Bag,300ml Lunch Box Combos,UPI,1799,9,1,High,Returned,Call Customer
ORD01162,2026-04-18,Amit Gupta,Mumbai,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,COD,1057,0,5,Medium,Delivered,Send Reminder
ORD01163,2026-04-18,Vikram Kumar,Bangalore,Borosilicate Glass Water Bottle 750ml,Water Bottle,Debit Card,885,5,3,High,Returned,Call Customer
ORD01164,2026-04-18,Nisha Thakur,Bangalore,Customized Borosilicate Glass Bottle 750ml,Water Bottle,COD,979,2,1,Medium,Delivered,Send Reminder
ORD01165,2026-04-18,Tanya Gupta,Delhi,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,Credit Card,1177,9,4,High,Returned,Call Customer
ORD01166,2026-04-18,Divya Nair,Mumbai,GlassUp Lunch Box Set of 3 (500ml) with Bag,500ml Lunch Box Combos,UPI,2673,10,1,High,Delivered,Call Customer
ORD01167,2026-04-18,Varun Pillai,Jaipur,Glass Lunch Box Set of 3 (300ml) without Bag,300ml Lunch Box Combos,COD,1799,8,5,Low,Delivered,Normal Delivery
ORD01168,2026-04-18,Aman Chatterjee,Surat,Borosilicate Glass Water Bottle 750ml,Water Bottle,COD,936,13,4,Medium,Delivered,Send Reminder
ORD01169,2026-04-18,Karan Sharma,Mumbai,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,UPI,1110,2,5,High,Returned,Call Customer
ORD01170,2026-04-18,Rekha Malhotra,Jaipur,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,COD,1085,12,1,Low,Delivered,Normal Delivery
ORD01171,2026-04-18,Harsh Das,Pune,Customized 1 Litre Bottle,1L Water Bottle,COD,1199,1,3,High,Returned,Refund Initiated
ORD01172,2026-04-18,Amit Saxena,Bangalore,Spare Lid for 750ml Glass Bottle,Spare Lid,COD,210,7,3,Low,Delivered,Normal Delivery
ORD01173,2026-04-18,Rekha Gupta,Jaipur,Customized 1 Litre Bottle,1L Water Bottle,COD,1199,1,5,Low,Delivered,Normal Delivery
ORD01174,2026-04-18,Rajesh Das,Kota,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,COD,1142,14,2,Low,Delivered,Normal Delivery
ORD01175,2026-04-18,Vikram Dubey,Hyderabad,Customized 1 Litre Bottle,1L Water Bottle,UPI,1199,1,4,Medium,Delivered,Send Reminder
ORD01176,2026-04-18,Geeta Sharma,Nagpur,Borosilicate Glass Water Bottle 750ml,Water Bottle,Debit Card,912,10,1,High,Delivered,Call Customer
ORD01177,2026-04-18,Rohan Chauhan,Mumbai,250ml Glass Baby Feeding Bottle,Baby Bottle,COD,1049,9,4,Medium,Delivered,Send Reminder
ORD01178,2026-04-18,Sunita Malhotra,Nagpur,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,UPI,1148,7,5,Medium,Delivered,Send Reminder
ORD01179,2026-04-18,Anita Kumar,Delhi,250ml Glass Baby Feeding Bottle,Baby Bottle,UPI,1049,14,4,Low,Delivered,Normal Delivery
ORD01180,2026-04-18,Amit Singh,Bangalore,Borosilicate Glass Water Bottle 750ml,Water Bottle,COD,930,7,2,Low,Delivered,Normal Delivery
ORD01181,2026-04-18,Deepak Gupta,Mumbai,Replacement Lid for 1L Motivational Bottle,1L Water Bottle,COD,300,7,2,High,Delivered,Call Customer
ORD01182,2026-04-18,Amit Mishra,Surat,Borosilicate Glass Water Bottle 750ml,Water Bottle,COD,955,12,4,Low,Delivered,Normal Delivery
ORD01183,2026-04-18,Simran Saxena,Delhi,Customized 1 Litre Bottle,1L Water Bottle,Credit Card,1199,10,4,Low,Delivered,Normal Delivery
ORD01184,2026-04-18,Suresh Mishra,Mumbai,Borosilicate Glass Lunch Box 300ml,300ml Lunch Box,COD,861,1,3,High,Returned,Call Customer
ORD01185,2026-04-18,Ritu Reddy,Mumbai,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,COD,1115,6,3,Low,Delivered,Normal Delivery
ORD01186,2026-04-18,Anita Bose,Mumbai,Customized TintCup Coffee Cup 350ml,Coffee Cups,Debit Card,1049,8,2,Medium,Delivered,Send Reminder
ORD01187,2026-04-18,Siddharth Mehta,Indore,Customized 1 Litre Bottle,1L Water Bottle,UPI,1199,8,5,Low,Delivered,Normal Delivery
ORD01188,2026-04-18,Rahul Nair,Kolkata,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,COD,1197,11,3,Low,Delivered,Normal Delivery
ORD01189,2026-04-18,Nikhil Sharma,Bhopal,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,UPI,1166,12,4,Medium,Delivered,Send Reminder
ORD01190,2026-04-18,Nidhi Malhotra,Vadodara,Customized Borosilicate Glass Bottle 750ml,Water Bottle,Debit Card,979,10,4,Low,Delivered,Normal Delivery
ORD01191,2026-04-18,Yash Chatterjee,Mumbai,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,Debit Card,1058,8,2,Medium,Returned,Refund Initiated
ORD01192,2026-04-18,Swati Das,Bangalore,Borosilicate Glass Water Bottle 750ml,Water Bottle,Debit Card,906,9,1,Low,Delivered,Normal Delivery
ORD01193,2026-04-18,Varun Tripathi,Bangalore,Borosilicate Glass Water Bottle 750ml,Water Bottle,COD,881,1,4,Low,Delivered,Normal Delivery
ORD01194,2026-04-18,Nisha Singh,Pune,Customized 1 Litre Bottle,1L Water Bottle,COD,1199,6,5,Low,Delivered,Normal Delivery
ORD01195,2026-04-18,Anita Chatterjee,Pune,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,COD,1094,2,5,Medium,Delivered,Send Reminder
ORD01196,2026-04-18,Karan Iyer,Kota,GlassUp Lunch Box 500ml,500ml Lunch Box,UPI,871,4,5,Medium,Delivered,Send Reminder
ORD01197,2026-04-18,Karan Kulkarni,Surat,Pack of 4 Stainless Steel Straws,Straws,COD,349,9,4,Medium,Delivered,Send Reminder
ORD01198,2026-04-18,Vikram Gupta,Jaipur,Pack of 4 Stainless Steel Straws,Straws,UPI,349,10,4,Medium,Delivered,Send Reminder
ORD01199,2026-04-18,Anjali Kumar,Ahmedabad,250ml Glass Baby Feeding Bottle,Baby Bottle,Credit Card,1049,12,4,High,Returned,Call Customer
ORD01200,2026-04-18,Varun Shah,Patna,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,COD,1169,7,4,Low,Delivered,Normal Delivery
ORD01201,2026-04-18,Ritu Thakur,Delhi,250ml Glass Baby Feeding Bottle,Baby Bottle,COD,1049,4,3,High,Returned,Call Customer
ORD01202,2026-04-18,Seema Rao,Delhi,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,Credit Card,1110,0,2,High,Returned,Call Customer
ORD01203,2026-04-18,Siddharth Shah,Mumbai,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,UPI,1134,8,4,Medium,Delivered,Send Reminder
ORD01204,2026-04-18,Pooja Shah,Delhi,Borosilicate Glass Water Bottle 750ml,Water Bottle,Debit Card,985,10,4,Medium,Delivered,Send Reminder
ORD01205,2026-04-18,Nidhi Shah,Bangalore,Borosilicate Glass Water Bottle 750ml,Water Bottle,COD,994,11,2,High,Delivered,Call Customer
ORD01206,2026-04-18,Divya Iyer,Kota,250ml Glass Baby Feeding Bottle,Baby Bottle,UPI,1049,8,2,High,Returned,Call Customer
ORD01207,2026-04-18,Priya Iyer,Delhi,Customized 1 Litre Bottle,1L Water Bottle,COD,1199,9,2,Medium,Delivered,Send Reminder
